Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
FULL-SIZE,1.5,4,M6,X,8.0,6.2,7.2,39,167
FULL-SIZE,1.5,4,AV7,Z,7.9,6.6,7.3,39,170
FULL-SIZE,1.5,4,M6,Z,8.0,6.2,7.2,39,167
MID-SIZE,1.5,4,AV7,X,7.8,6.2,7.1,40,165
MID-SIZE,2.0,4,AV,X,7.9,6.1,7.1,40,167
MID-SIZE,2.0,4,M6,X,9.3,6.5,8.0,35,186
MID-SIZE,1.5,4,M6,Z,8.4,6.2,7.4,38,173
FULL-SIZE,2.0,4,M6,Z,10.6,8.3,9.6,29,224
SUV - SMALL,1.5,4,AV,X,8.4,7.0,7.8,36,181
SUV - SMALL,1.5,4,AV,X,8.7,7.2,8.0,35,188
STATION WAGON - SMALL,1.5,4,AV,X,7.0,5.9,6.5,43,151
STATION WAGON - SMALL,1.5,4,AV7,X,7.6,6.5,7.0,40,166
STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.6,7.4,38,174
STATION WAGON - SMALL,1.8,4,AV,X,8.4,7.0,7.8,36,181
STATION WAGON - SMALL,1.8,4,AV,X,8.8,7.5,8.2,34,193
STATION WAGON - SMALL,1.8,4,AV7,X,9.1,7.7,8.5,33,199
MID-SIZE,1.5,4,AV,X,4.6,5.3,4.9,58,114
MID-SIZE,1.5,4,AV,X,4.6,5.3,4.9,58,114
MINIVAN,3.5,6,AS9,X,12.6,8.4,10.7,26,252
MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,247
SUV - SMALL,3.5,6,A9,X,12.5,9.8,11.3,25,265
SUV - SMALL,3.5,6,A6,X,12.4,8.7,10.7,26,250
SUV - SMALL,3.5,6,A6,X,13.0,9.3,11.3,25,266
SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11.0,26,257
PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.8,9.5,11.3,25,263
COMPACT,1.6,4,AS6,X,8.2,6.2,7.3,39,172
COMPACT,1.6,4,M6,X,8.2,6.3,7.3,39,173
MID-SIZE,1.6,4,AM7,X,8.9,7.0,8.1,35,189
MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221
MID-SIZE,2.0,4,AS6,X,8.3,6.4,7.4,38,174
MID-SIZE,2.0,4,M6,X,9.2,6.5,8.0,35,188
FULL-SIZE,1.6,4,AM7,X,9.7,7.4,8.6,33,205
FULL-SIZE,1.6,4,M6,X,10.3,7.9,9.2,31,218
FULL-SIZE,2.0,4,AS6,X,9.4,7.1,8.4,34,200
FULL-SIZE,2.0,4,M6,X,9.8,7.4,8.7,32,207
FULL-SIZE,1.6,4,AM6,X,4.3,4.4,4.3,66,104
FULL-SIZE,1.6,4,AM6,X,4.2,4.0,4.1,69,96
SUV - SMALL,2.0,4,AS6,X,8.6,7.0,7.9,36,186
SUV - SMALL,1.6,4,AM7,X,9.0,8.0,8.6,33,201
SUV - SMALL,2.0,4,AS6,X,9.2,7.8,8.6,33,202
SUV - SMALL,2.4,4,AS8,X,10.8,8.0,9.6,29,225
SUV - SMALL,2.0,4,AS8,X,12.3,9.8,11.2,25,262
SUV - SMALL,2.4,4,AS8,X,11.2,8.7,10.1,28,237
SUV - SMALL,3.3,6,AS6,X,13.2,9.4,11.5,25,268
SUV - SMALL,3.3,6,AS6,X,13.4,9.7,11.7,24,276
SUV - SMALL,3.3,6,AS6,X,14.1,10.8,12.6,22,297
FULL-SIZE,2.0,4,AS8,X,10.4,7.4,9.1,31,212
FULL-SIZE,2.4,4,AS6,X,9.3,7.1,8.3,34,198
FULL-SIZE,2.4,4,AS6,X,9.2,6.8,8.1,35,190
MID-SIZE,2.0,4,AM6,X,6.0,5.3,5.7,50,135
MID-SIZE,2.0,4,AM6,X,5.9,5.1,5.6,50,132
SUV - SMALL,2.0,4,AS6,X,10.0,7.9,9.1,31,216
SUV - SMALL,2.0,4,AS6,X,10.8,9.2,10.1,28,239
SUV - SMALL,2.4,4,AS6,X,11.0,9.1,10.1,28,240
COMPACT,2.0,4,AS6,X,9.1,7.1,8.2,34,193
COMPACT,2.0,4,M6,X,9.4,7.1,8.4,34,198
COMPACT,2.0,4,M6,X,10.6,8.3,9.5,30,226
COMPACT,1.6,4,AM7,X,8.5,6.9,7.8,36,184
COMPACT,1.6,4,M6,X,9.4,7.0,8.3,34,197
MID-SIZE,2.0,4,AS7,Z,10.7,8.6,9.7,29,229
MID-SIZE,3.0,6,AS7,Z,12.4,8.7,10.8,26,253
MID-SIZE,3.0,6,AS7,Z,12.5,9.3,11.1,25,261
SUBCOMPACT,2.0,4,AS7,Z,11.2,8.5,10.0,28,233
SUBCOMPACT,3.0,6,AS7,Z,12.3,8.7,10.7,26,251
SUBCOMPACT,3.0,6,AS7,Z,12.5,9.2,11.0,26,259
MID-SIZE,3.7,6,AS7,Z,13.2,9.8,11.7,24,275
MID-SIZE,5.6,8,AS7,Z,14.9,10.2,12.8,22,301
SUV - SMALL,2.0,4,AV8,Z,10.0,7.8,9.0,31,211
SUV - SMALL,3.5,6,AV7,Z,12.5,9.0,10.9,26,257
SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,19,354
SUV - SMALL,2.0,4,AS9,Z,11.0,8.4,9.8,29,231
SUV - SMALL,2.0,4,AS8,D,8.9,7.2,8.1,35,218
SUV - SMALL,2.0,4,AS8,Z,10.7,8.8,9.9,29,227
SUV - SMALL,3.0,6,AS8,Z,13.3,10.0,11.8,24,277
TWO-SEATER,2.0,4,AS8,Z,10.2,7.8,9.2,31,215
TWO-SEATER,3.0,6,AS8,Z,11.9,8.5,10.4,27,242
TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296
TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253
TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302
TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
TWO-SEATER,2.0,4,AS8,Z,10.2,7.8,9.2,31,215
TWO-SEATER,3.0,6,AS8,Z,11.9,8.5,10.4,27,242
TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296
TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253
TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302
TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311
TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311
COMPACT,2.0,4,AS8,D,7.8,5.8,6.9,41,186
COMPACT,2.0,4,AS8,Z,9.8,6.9,8.5,33,200
COMPACT,3.0,6,AS8,Z,11.8,8.2,10.2,28,238
MID-SIZE,2.0,4,AS8,D,7.8,5.8,6.9,41,186
MID-SIZE,2.0,4,AS8,Z,10.1,7.2,8.8,32,207
MID-SIZE,3.0,6,AS8,Z,12.0,8.4,10.4,27,243
FULL-SIZE,3.0,6,AS8,Z,14.0,9.0,11.8,24,276
FULL-SIZE,3.0,6,AS8,Z,14.0,9.4,11.9,24,280
FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21,313
SUV - SMALL,2.0,4,A9,X,10.4,7.6,9.1,31,214
SUV - SMALL,2.4,4,A9,X,10.8,7.6,9.3,30,219
SUV - SMALL,3.2,6,A9,X,11.9,8.2,10.2,28,240
SUV - SMALL,2.0,4,A9,X,11.2,8.0,9.8,29,229
SUV - SMALL,2.4,4,A9,X,11.2,8.0,9.8,29,230
SUV - SMALL,3.2,6,A9,X,12.2,8.6,10.6,27,249
SUV - SMALL,2.0,4,A9,X,11.5,8.6,10.2,28,240
SUV - SMALL,3.2,6,A9,X,12.8,9.0,11.1,25,259
SUV - SMALL,2.0,4,A9,X,11.8,9.2,10.6,27,249
SUV - SMALL,3.2,6,A9,X,12.9,9.9,11.6,24,269
SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218
SUV - SMALL,2.4,4,M6,X,10.4,7.3,9.0,31,211
SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,30,221
SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265
SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331
SUV - STANDARD,3.0,6,A8,D,11.2,8.5,10.0,28,268
SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368
SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,16,413
SUV - SMALL,1.3,4,A9,X,9.8,7.4,8.7,32,204
SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
SUV - SMALL,1.3,4,A9,X,10.1,8.1,9.2,31,216
SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230
SUV - SMALL,1.3,4,A9,X,10.8,8.7,9.9,29,230
SUV - SMALL,2.0,4,A8,X,10.5,9.4,10.0,28,233
SUV - SMALL,3.6,6,A8,X,12.8,10.4,11.8,24,274
SUV - SMALL,3.6,6,M6,X,13.7,9.6,11.8,24,277
SUV - SMALL,2.0,4,A8,X,10.9,10.0,10.5,27,245
SUV - SMALL,3.6,6,A8,X,12.9,10.2,11.7,24,275
SUV - SMALL,3.6,6,M6,X,13.8,10.1,12.2,23,285
FULL-SIZE,3.3,6,AS8,X,11.6,8.5,10.2,28,238
MID-SIZE,2.0,4,AV,X,7.7,5.9,6.9,41,164
MID-SIZE,2.0,4,M6,X,8.6,6.4,7.6,37,180
STATION WAGON - SMALL,1.6,4,AM6,X,4.6,5.1,4.8,59,114
STATION WAGON - SMALL,1.6,4,AM6,X,4.5,4.8,4.7,60,110
STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,5.4,52,129
FULL-SIZE,2.0,4,AS6,X,11.2,7.9,9.7,29,230
FULL-SIZE,2.4,4,AS6,X,9.5,7.1,8.4,34,199
MID-SIZE,2.0,4,AM6,X,6.1,5.2,5.7,50,133
COMPACT,1.6,4,AS6,X,8.5,6.4,7.5,38,177
COMPACT,1.6,4,M6,X,8.3,6.4,7.5,38,175
MINIVAN,3.3,6,AS8,X,12.7,10.0,11.5,25,272
SUV - SMALL,2.4,4,AS6,X,10.7,8.2,9.6,29,225
SUV - SMALL,2.4,4,AS6,X,11.2,9.0,10.2,28,242
SUV - SMALL,3.3,6,AS8,X,12.5,9.7,11.2,25,265
STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199
STATION WAGON - SMALL,1.6,4,AS6,X,9.0,7.6,8.4,34,198
STATION WAGON - SMALL,2.0,4,AS6,X,9.5,7.8,8.7,32,206
SUV - SMALL,2.4,4,AS6,X,10.3,7.8,9.2,31,218
SUV - SMALL,2.0,4,AS6,X,11.9,10.2,11.1,25,263
SUV - SMALL,2.4,4,AS6,X,11.3,9.5,10.5,27,247
MID-SIZE,2.0,4,AS8,Z,11.1,8.1,9.7,29,229
MID-SIZE,3.3,6,AS8,Z,13.6,9.6,11.8,24,279
TWO-SEATER,6.5,12,AM7,Z,26.3,15.6,21.5,13,487
TWO-SEATER,6.5,12,AM7,Z,26.6,15.8,21.7,13,493
TWO-SEATER,5.2,10,AM7,Z,18.1,13.2,15.9,18,366
TWO-SEATER,5.2,10,AM7,Z,17.9,13.0,15.7,18,370
TWO-SEATER,5.2,10,AM7,Z,18.1,13.2,15.9,18,366
TWO-SEATER,5.2,10,AM7,Z,17.9,13.0,15.7,18,370
TWO-SEATER,5.2,10,AM7,Z,17.9,13.0,15.7,18,370
TWO-SEATER,5.2,10,AM7,Z,17.9,13.0,15.7,18,370
SUV - STANDARD,4.0,8,AS8,Z,19.2,14.1,16.9,17,384
SUV - STANDARD,3.0,6,AS8,Z,14.8,11.4,13.3,21,311
SUV - STANDARD,3.0,6,AS8,D,11.3,9.2,10.4,27,279
SUV - SMALL,2.0,4,AS9,Z,11.4,9.3,10.5,27,246
SUV - STANDARD,3.0,6,AS8,Z,14.1,10.3,12.4,23,291
SUV - STANDARD,3.0,6,AS8,D,10.7,8.3,9.6,29,256
SUV - STANDARD,5.0,8,AS8,Z,14.4,11.3,13.0,22,305
SUV - STANDARD,5.0,8,AS8,Z,17.9,12.7,15.5,18,365
SUV - STANDARD,3.0,6,AS8,Z,14.1,10.3,12.4,23,291
SUV - STANDARD,3.0,6,AS8,D,10.7,8.3,9.6,29,256
SUV - STANDARD,5.0,8,AS8,Z,14.1,10.7,12.6,22,294
SUV - SMALL,2.0,4,AS9,Z,10.9,8.0,9.6,29,225
SUV - SMALL,2.0,4,AS9,Z,11.2,8.2,9.8,29,231
SUV - SMALL,2.0,4,AS8,D,9.2,7.8,8.5,33,229
SUV - SMALL,2.0,4,AS8,Z,11.7,9.2,10.6,27,248
SUV - SMALL,3.0,6,AS8,Z,13.0,10.0,11.6,24,273
MID-SIZE,2.5,4,AV6,X,5.5,5.2,5.3,53,124
MID-SIZE,3.5,6,AS8,X,10.6,7.2,9.1,31,211
MID-SIZE,3.5,6,AS8,X,10.9,7.5,9.4,30,219
MID-SIZE,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
COMPACT,5.0,8,AS8,Z,14.9,9.7,12.5,23,293
SUV - STANDARD,4.6,8,AS6,Z,16.0,12.9,14.6,19,341
COMPACT,2.0,4,AS8,Z,11.0,7.6,9.5,30,220
COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
SUBCOMPACT,5.0,8,AS10,Z,15.1,9.5,12.6,22,294
SUBCOMPACT,3.5,6,AV10,Z,9.0,7.1,8.1,35,189
MID-SIZE,3.4,6,AS10,Z,13.1,8.7,11.1,25,261
MID-SIZE,3.5,6,AV10,Z,10.3,7.7,9.1,31,214
SUV - STANDARD,5.7,8,AS8,Z,18.2,12.8,15.8,18,371
SUV - SMALL,2.0,4,AS6,Z,10.7,8.5,9.7,29,226
SUV - SMALL,2.0,4,AS6,Z,10.8,8.9,9.9,29,232
SUV - SMALL,2.5,4,AV6,X,7.2,7.9,7.5,38,176
SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,25,262
SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,25,262
SUBCOMPACT,5.0,8,AS8,Z,15.2,9.5,12.6,22,289
SUV - SMALL,3.5,6,AS8,X,12.2,9.0,10.8,26,252
SUV - SMALL,3.5,6,AS8,X,13.1,9.4,11.1,25,268
SUV - STANDARD,3.5,6,AV6,Z,7.5,8.4,7.9,36,185
SUV - STANDARD,3.5,6,AV6,Z,8.1,8.4,8.1,35,190
MID-SIZE,2.0,4,AS10,X,8.0,6.3,7.2,39,168
COMPACT,2.0,4,AV6,X,5.5,5.7,5.6,50,130
COMPACT,2.0,4,AV6,X,5.7,6.2,6.0,47,140
FULL-SIZE,2.7,6,AS6,X,14.0,9.4,12.0,24,281
FULL-SIZE,3.0,6,AS6,X,14.5,9.8,12.3,23,289
FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
SUV - SMALL,2.0,4,AS6,X,12.3,9.3,11.0,26,257
SUV - SMALL,2.0,4,AS6,X,12.2,9.3,10.9,26,256
SUV - SMALL,2.3,4,AS6,X,13.1,9.5,11.5,25,270
SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322
SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.3,12.7,22,297
MID-SIZE,2.0,4,AS6,X,12.1,8.4,10.4,27,245
MID-SIZE,3.0,6,AS6,X,14.0,9.2,11.8,24,278
MID-SIZE,2.0,4,AV,X,5.7,6.2,5.9,48,139
SUV - SMALL,2.0,4,AS8,X,12.0,9.6,10.7,26,250
SUV - SMALL,2.7,6,AS8,X,12.6,9.2,11.0,26,259
SUV - STANDARD,3.5,6,AS10,X,15.0,11.4,13.4,21,314
MID-SIZE,3.0,6,AS8,Z,14.1,9.8,12.2,23,286
MID-SIZE,3.0,6,AS8,Z,14.7,9.9,12.6,22,295
MID-SIZE,3.0,6,AS8,Z,14.7,9.9,12.6,22,295
SUBCOMPACT,4.7,8,AS6,Z,17.8,11.6,15.0,19,354
SUV - STANDARD,3.0,6,AS8,Z,15.9,11.1,13.7,21,324
SUV - STANDARD,3.0,6,AS8,Z,16.1,11.4,14.0,20,330
SUV - STANDARD,3.8,8,AS8,Z,17.9,12.9,15.3,18,360
SUV - STANDARD,3.8,8,AS8,Z,17.9,12.9,15.3,18,360
FULL-SIZE,3.0,6,AS8,Z,15.1,10.3,12.8,22,299
FULL-SIZE,3.0,6,AS8,Z,15.0,10.3,12.8,22,301
FULL-SIZE,3.8,8,AS8,Z,16.0,10.8,13.7,21,321
COMPACT,2.0,4,AS6,X,8.3,6.9,7.7,37,179
COMPACT,2.0,4,M6,X,8.8,7.0,8.0,35,186
COMPACT,2.0,4,AS6,X,8.6,7.4,8.1,35,189
SUV - SMALL,2.0,4,M6,X,9.7,7.7,8.8,32,206
SUV - SMALL,2.5,4,AS6,X,9.7,7.8,8.8,32,206
SUV - SMALL,2.5,4,AS6,X,9.3,7.6,8.5,33,201
SUV - SMALL,2.5,4,AS6,X,10.2,8.2,9.3,30,217
SUV - SMALL,2.5,4,AS6,X,9.8,7.9,9.0,31,208
SUV - SMALL,2.5,4,AS6,X,10.8,8.7,9.8,29,230
SUV - SMALL,2.2,4,AS6,D,8.9,7.9,8.4,34,227
SUV - SMALL,2.5,4,AS6,X,10.6,8.4,9.6,29,225
SUV - SMALL,2.5,4,AS6,X,11.6,9.1,10.5,27,244
COMPACT,2.0,4,AS6,X,8.4,6.6,7.6,37,178
COMPACT,2.0,4,M6,X,8.7,6.4,7.7,37,180
COMPACT,2.5,4,AS6,X,8.8,6.4,7.7,37,181
COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,36,183
COMPACT,2.5,4,AS6,X,9.2,7.0,8.2,34,192
MID-SIZE,2.0,4,AS6,X,8.6,6.7,7.7,37,181
MID-SIZE,2.0,4,M6,X,8.7,6.6,7.8,36,181
MID-SIZE,2.5,4,AS6,X,9.0,6.8,8.0,35,187
MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,35,189
MID-SIZE,2.5,4,AS6,X,9.8,7.4,8.7,32,204
MID-SIZE,2.5,4,AS6,X,9.1,6.7,8.0,35,187
MID-SIZE,2.5,4,AS6,X,10.0,7.5,8.9,32,208
TWO-SEATER,2.0,4,AS6,Z,9.0,6.6,7.9,36,186
TWO-SEATER,2.0,4,M6,Z,9.0,7.0,8.1,35,189
SUBCOMPACT,2.0,4,AM7,Z,9.7,6.8,8.4,34,195
SUBCOMPACT,2.0,4,AM7,Z,9.6,7.1,8.5,33,199
STATION WAGON - SMALL,2.0,4,AM7,Z,9.4,6.8,8.3,34,192
STATION WAGON - SMALL,2.0,4,AM7,Z,9.9,7.0,8.6,33,201
COMPACT,3.0,6,A9,Z,12.4,8.7,10.7,26,253
SUBCOMPACT,3.0,6,A9,Z,12.7,9.2,11.2,25,263
SUBCOMPACT,3.0,6,A9,Z,12.9,8.8,11.1,25,255
STATION WAGON - SMALL,3.0,6,A9,Z,12.4,8.9,10.8,26,255
COMPACT,4.0,8,A9,Z,13.2,8.7,11.2,25,263
COMPACT,4.0,8,A9,Z,13.2,8.7,11.2,25,263
SUBCOMPACT,4.0,8,A9,Z,13.9,9.7,12.0,24,282
SUBCOMPACT,4.0,8,A9,Z,13.9,9.2,11.8,24,277
MINICOMPACT,2.0,4,AM7,Z,10.3,7.9,9.2,31,217
COMPACT,3.0,6,A9,Z,12.4,8.7,10.7,26,235
MID-SIZE,3.0,6,A9,Z,11.2,8.3,9.9,29,232
SUBCOMPACT,3.0,6,A9,Z,12.5,9.0,10.9,26,245
SUBCOMPACT,3.0,6,A9,Z,12.3,8.5,10.6,27,237
STATION WAGON - MID-SIZE,3.0,6,A9,Z,11.5,8.6,10.2,28,239
MID-SIZE,4.0,8,A9,Z,16.0,10.5,13.5,21,318
STATION WAGON - MID-SIZE,4.0,8,A9,Z,14.6,10.4,12.7,22,299
SUV - STANDARD,4.0,8,A9,Z,18.1,15.6,17.0,17,396
STATION WAGON - MID-SIZE,2.0,4,AM7,Z,10.7,8.3,9.6,29,225
SUV - SMALL,3.0,6,A9,Z,12.5,9.6,11.2,25,262
SUV - SMALL,3.0,6,A9,Z,12.6,9.7,11.3,25,265
SUV - SMALL,4.0,8,A9,Z,15.0,10.9,13.2,21,309
SUV - SMALL,4.0,8,A9,Z,15.0,10.9,13.2,21,309
SUV - STANDARD,3.0,6,A9,Z,14.0,10.6,12.4,23,292
SUV - STANDARD,3.0,6,A9,Z,14.1,10.9,12.6,22,297
SUV - STANDARD,4.7,8,A7,Z,17.7,13.4,15.8,18,370
SUV - STANDARD,4.7,8,A7,Z,17.2,12.8,15.2,19,357
SUV - STANDARD,4.7,8,A7,Z,17.8,13.2,15.7,18,370
COMPACT,3.0,6,A9,Z,12.4,9.8,11.2,25,264
COMPACT,4.0,8,A9,Z,15.5,11.5,13.7,21,323
COMPACT,4.0,8,A9,Z,15.6,11.5,13.7,21,324
TWO-SEATER,4.0,8,AM7,Z,15.3,11.4,13.5,21,315
TWO-SEATER,4.0,8,AM7,Z,15.2,11.4,13.5,21,315
TWO-SEATER,4.0,8,AM7,Z,15.9,11.8,14.0,20,327
FULL-SIZE,4.0,8,A9,Z,14.1,8.9,11.8,24,275
SUBCOMPACT,4.0,8,A9,Z,15.8,9.8,13.1,22,306
COMPACT,4.0,8,A9,Z,14.0,8.7,11.6,24,271
FULL-SIZE,6.0,12,A7,Z,18.6,10.9,15.1,19,356
SUBCOMPACT,6.0,12,A9,Z,17.1,11.0,14.3,20,337
COMPACT,6.0,12,A9,Z,17.6,11.0,14.6,19,343
TWO-SEATER,5.5,8,A7,Z,15.3,10.2,13.0,22,303
TWO-SEATER,3.0,6,A9,Z,11.8,8.2,10.2,28,238
STATION WAGON - SMALL,2.0,4,AM7,Z,9.8,6.8,8.4,34,196
STATION WAGON - SMALL,2.0,4,AM7,Z,10.3,7.8,9.1,31,215
COMPACT,2.0,4,A9,Z,11.0,7.3,9.4,30,219
SUBCOMPACT,2.0,4,A9,Z,11.3,8.1,9.9,29,231
SUBCOMPACT,2.0,4,A9,Z,10.9,7.7,9.5,30,221
STATION WAGON - SMALL,2.0,4,A9,Z,10.9,7.7,9.5,30,221
MINICOMPACT,2.0,4,AM7,Z,9.6,6.6,8.2,34,193
MINICOMPACT,2.0,4,AM7,Z,9.9,7.3,8.7,32,204
COMPACT,3.0,6,A9,Z,11.3,7.9,9.8,29,213
MID-SIZE,2.0,4,A9,Z,11.0,8.1,9.7,29,228
MID-SIZE,3.0,6,A9,Z,11.8,8.5,10.3,27,244
SUBCOMPACT,3.0,6,A9,Z,12.7,10.1,11.6,24,271
SUBCOMPACT,3.0,6,A9,Z,12.5,9.1,11.0,26,257
STATION WAGON - MID-SIZE,3.0,6,A9,Z,12.3,8.9,10.8,26,254
SUV - STANDARD,4.0,8,A9,Z,18.0,14.1,16.3,17,378
SUV - SMALL,2.0,4,AM7,Z,10.1,7.6,9.0,31,209
SUV - SMALL,2.0,4,A9,Z,11.0,8.7,10.0,28,234
SUV - SMALL,2.0,4,A9,Z,10.8,9.0,10.0,28,234
SUV - STANDARD,3.0,6,A9,Z,13.5,10.3,12.1,23,282
SUV - STANDARD,3.0,6,A9,Z,14.9,11.2,13.2,21,312
SUV - STANDARD,4.7,8,A9,Z,17.2,12.6,15.1,19,355
FULL-SIZE,4.0,8,A9,Z,14.4,9.5,12.2,23,286
FULL-SIZE,6.0,12,A7,Z,18.4,11.1,15.1,19,355
SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,11.5,9.8,10.7,26,251
SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,11.3,9.6,10.5,27,248
SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,12.3,10.3,11.4,25,268
MID-SIZE,3.0,6,A9,Z,12.8,8.5,10.8,26,253
SUBCOMPACT,4.0,8,A9,Z,13.8,9.2,11.7,24,275
FULL-SIZE,4.0,8,A9,Z,13.5,8.6,11.3,25,265
MID-SIZE,4.0,8,A9,Z,13.5,8.6,11.3,25,265
TWO-SEATER,3.0,6,A9,Z,11.8,8.5,10.3,27,241
TWO-SEATER,4.7,8,A9,Z,13.5,9.3,11.6,24,270
TWO-SEATER,2.0,4,A9,Z,10.0,7.3,8.8,32,205
SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184
SUBCOMPACT,1.5,3,M6,Z,8.5,6.2,7.5,38,175
SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184
SUBCOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38,175
MID-SIZE,1.5,3,AS8,Z,10.2,7.6,9.0,31,212
MID-SIZE,1.5,3,M6,Z,10.5,7.4,9.1,31,214
MINICOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184
MINICOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38,175
STATION WAGON - SMALL,1.5,3,AS8,Z,10.3,7.9,9.2,31,215
STATION WAGON - SMALL,1.5,3,M6,Z,10.5,7.4,9.1,31,214
SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197
SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210
SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197
SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210
MID-SIZE,2.0,4,AS8,Z,10.4,7.6,9.2,31,214
MID-SIZE,2.0,4,M6,Z,11.4,7.7,9.7,29,227
MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,197
MINICOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210
MID-SIZE,2.0,4,AS8,Z,10.5,7.6,9.2,31,215
MID-SIZE,2.0,4,M6,Z,11.3,7.8,9.7,29,228
SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197
SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210
MID-SIZE,2.0,4,AS8,Z,10.4,7.6,9.2,31,214
MID-SIZE,2.0,4,M6,Z,11.4,7.7,9.7,29,227
MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,197
MINICOMPACT,2.0,4,M6,Z,10.8,7.7,9.4,30,220
MID-SIZE,2.0,4,AS8,Z,10.6,7.8,9.3,30,220
MID-SIZE,2.0,4,M6,Z,11.3,7.8,9.7,29,228
SUV - SMALL,1.5,4,AV8,X,9.6,8.9,9.3,30,216
COMPACT,1.2,3,AV,X,6.6,5.6,6.2,46,143
COMPACT,1.2,3,M5,X,7.1,5.8,6.5,43,151
COMPACT,1.2,3,AV,X,6.9,5.7,6.4,44,148
COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,153
SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,212
SUV - SMALL,3.0,6,AS6,Z,12.0,8.8,10.6,27,246
SUV - SMALL,2.0,4,AV6,X,9.7,7.8,8.8,32,206
SUV - SMALL,2.0,4,AV6,X,10.1,8.2,9.2,31,213
SUV - SMALL,2.4,4,AV6,X,10.3,8.3,9.4,30,218
TWO-SEATER,3.7,6,AS7,Z,12.6,9.3,11.1,25,261
TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,270
TWO-SEATER,3.7,6,AS7,Z,13.0,9.7,11.5,25,271
TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,279
